filename	bytes	sha256	selected_package_members	selection_manifest_sha256	status
Q10_HPC_HANDOFF_PACKAGE.tar	10399498240	7e20e19f7428ca8a084c1a561b5ed97e69bbb9647e8098d1024a8114b4028eaa	814	3f0a06fc228a4a9c02f1a7684c72896338501f2458c7d6c2ec470dc7c655a02e	original archive preserved as split public release assets
